gene_id	transcript_id	biotype
ENSMUSG00000032902	ENSMUST00000046212	protein_coding
ENSMUSG00000038583	ENSMUST00000046221	protein_coding
ENSMUSG00000041828	ENSMUST00000046223	protein_coding
ENSMUSG00000036893	ENSMUST00000046227	protein_coding
ENSMUSG00000041660	ENSMUST00000046233	protein_coding
ENSMUSG00000042031	ENSMUST00000046234	protein_coding
ENSMUSG00000040482	ENSMUST00000046244	protein_coding
ENSMUSG00000070822	ENSMUST00000046245	protein_coding
ENSMUSG00000021493	ENSMUST00000046246	protein_coding
ENSMUSG00000040490	ENSMUST00000046254	protein_coding
ENSMUSG00000032641	ENSMUST00000046255	protein_coding
ENSMUSG00000057738	ENSMUST00000046257	protein_coding
ENSMUSG00000042524	ENSMUST00000046259	protein_coding
ENSMUSG00000078584	ENSMUST00000046260	protein_coding_CDS_not_defined
ENSMUSG00000042507	ENSMUST00000046266	protein_coding
ENSMUSG00000027652	ENSMUST00000046274	protein_coding
ENSMUSG00000032932	ENSMUST00000046283	protein_coding
ENSMUSG00000036887	ENSMUST00000046285	protein_coding
ENSMUSG00000024038	ENSMUST00000046288	protein_coding
ENSMUSG00000033192	ENSMUST00000046290	protein_coding
ENSMUSG00000032652	ENSMUST00000046303	protein_coding
ENSMUSG00000048118	ENSMUST00000046305	protein_coding
ENSMUSG00000040167	ENSMUST00000046306	protein_coding
ENSMUSG00000032913	ENSMUST00000046316	protein_coding
ENSMUSG00000038421	ENSMUST00000046322	protein_coding
ENSMUSG00000035560	ENSMUST00000046331	protein_coding
ENSMUSG00000036896	ENSMUST00000046332	protein_coding
ENSMUSG00000040541	ENSMUST00000046333	protein_coding
ENSMUSG00000033769	ENSMUST00000046334	retained_intron
ENSMUSG00000042523	ENSMUST00000046340	protein_coding
ENSMUSG00000036957	ENSMUST00000046351	protein_coding
ENSMUSG00000037593	ENSMUST00000046361	protein_coding
ENSMUSG00000040563	ENSMUST00000046371	protein_coding
ENSMUSG00000040797	ENSMUST00000046373	protein_coding
ENSMUSG00000032940	ENSMUST00000046378	protein_coding
ENSMUSG00000039304	ENSMUST00000046383	protein_coding
ENSMUSG00000036905	ENSMUST00000046384	protein_coding
ENSMUSG00000061410	ENSMUST00000046386	protein_coding
ENSMUSG00000042369	ENSMUST00000046389	protein_coding
ENSMUSG00000018417	ENSMUST00000046390	protein_coding
ENSMUSG00000033096	ENSMUST00000046399	protein_coding
ENSMUSG00000041712	ENSMUST00000046404	protein_coding
ENSMUSG00000039244	ENSMUST00000046418	protein_coding
ENSMUSG00000042540	ENSMUST00000046422	protein_coding
ENSMUSG00000053841	ENSMUST00000046425	protein_coding
ENSMUSG00000032741	ENSMUST00000046426	protein_coding
ENSMUSG00000036537	ENSMUST00000046433	protein_coding
ENSMUSG00000040631	ENSMUST00000046461	protein_coding
ENSMUSG00000042535	ENSMUST00000046463	protein_coding
ENSMUSG00000039345	ENSMUST00000046470	protein_coding
ENSMUSG00000026659	ENSMUST00000046476	nonsense_mediated_decay
ENSMUSG00000021176	ENSMUST00000046485	protein_coding
ENSMUSG00000040652	ENSMUST00000046490	protein_coding
ENSMUSG00000040658	ENSMUST00000046497	protein_coding
ENSMUSG00000042357	ENSMUST00000046498	protein_coding
ENSMUSG00000040661	ENSMUST00000046502	protein_coding
ENSMUSG00000040663	ENSMUST00000046506	protein_coding
ENSMUSG00000037747	ENSMUST00000046513	protein_coding
ENSMUSG00000026615	ENSMUST00000046514	protein_coding
ENSMUSG00000027698	ENSMUST00000046515	protein_coding
ENSMUSG00000057963	ENSMUST00000046518	protein_coding
ENSMUSG00000038074	ENSMUST00000046520	protein_coding
ENSMUSG00000038256	ENSMUST00000046521	protein_coding
ENSMUSG00000040283	ENSMUST00000046522	protein_coding
ENSMUSG00000040680	ENSMUST00000046525	protein_coding
ENSMUSG00000042367	ENSMUST00000046532	protein_coding
ENSMUSG00000034686	ENSMUST00000046533	protein_coding
ENSMUSG00000040688	ENSMUST00000046534	retained_intron
ENSMUSG00000034544	ENSMUST00000046542	protein_coding
ENSMUSG00000050199	ENSMUST00000046548	protein_coding
ENSMUSG00000040694	ENSMUST00000046549	protein_coding
ENSMUSG00000036551	ENSMUST00000046557	protein_coding
ENSMUSG00000063172	ENSMUST00000046558	protein_coding
ENSMUSG00000035277	ENSMUST00000046565	protein_coding
ENSMUSG00000026790	ENSMUST00000046571	protein_coding
ENSMUSG00000038502	ENSMUST00000046575	protein_coding
ENSMUSG00000040722	ENSMUST00000046587	protein_coding
ENSMUSG00000036924	ENSMUST00000046589	protein_coding
ENSMUSG00000062234	ENSMUST00000046603	protein_coding
ENSMUSG00000040205	ENSMUST00000046611	protein_coding
ENSMUSG00000039131	ENSMUST00000046614	protein_coding
ENSMUSG00000037652	ENSMUST00000046624	nonsense_mediated_decay
ENSMUSG00000040875	ENSMUST00000046627	protein_coding
ENSMUSG00000041935	ENSMUST00000046633	protein_coding
ENSMUSG00000036009	ENSMUST00000046638	protein_coding
ENSMUSG00000042043	ENSMUST00000046644	protein_coding
ENSMUSG00000036921	ENSMUST00000046647	protein_coding
ENSMUSG00000040771	ENSMUST00000046651	protein_coding
ENSMUSG00000039033	ENSMUST00000046656	protein_coding
ENSMUSG00000059149	ENSMUST00000046658	protein_coding
ENSMUSG00000042388	ENSMUST00000046659	protein_coding
ENSMUSG00000051081	ENSMUST00000046662	protein_coding
ENSMUSG00000035107	ENSMUST00000046663	protein_coding
ENSMUSG00000052062	ENSMUST00000046673	protein_coding
ENSMUSG00000040795	ENSMUST00000046675	protein_coding
ENSMUSG00000038156	ENSMUST00000046687	protein_coding
ENSMUSG00000032712	ENSMUST00000046689	protein_coding
ENSMUSG00000078920	ENSMUST00000046704	protein_coding
ENSMUSG00000035726	ENSMUST00000046709	protein_coding
ENSMUSG00000033943	ENSMUST00000046717	protein_coding
ENSMUSG00000023994	ENSMUST00000046719	protein_coding
ENSMUSG00000091623	ENSMUST00000046721	lncRNA
ENSMUSG00000040813	ENSMUST00000046735	protein_coding
ENSMUSG00000039146	ENSMUST00000046739	protein_coding
ENSMUSG00000033488	ENSMUST00000046743	protein_coding
ENSMUSG00000078921	ENSMUST00000046745	protein_coding
ENSMUSG00000036256	ENSMUST00000046746	protein_coding
ENSMUSG00000037661	ENSMUST00000046748	protein_coding
ENSMUSG00000001763	ENSMUST00000046750	protein_coding
ENSMUSG00000042408	ENSMUST00000046751	protein_coding
ENSMUSG00000023861	ENSMUST00000046754	protein_coding
ENSMUSG00000020173	ENSMUST00000046755	protein_coding
ENSMUSG00000042498	ENSMUST00000046763	protein_coding
ENSMUSG00000033998	ENSMUST00000046765	protein_coding
ENSMUSG00000040549	ENSMUST00000046769	protein_coding
ENSMUSG00000037499	ENSMUST00000046770	protein_coding
ENSMUSG00000032965	ENSMUST00000046777	protein_coding
ENSMUSG00000038463	ENSMUST00000046792	protein_coding
ENSMUSG00000037762	ENSMUST00000046807	protein_coding
ENSMUSG00000042564	ENSMUST00000046816	retained_intron
ENSMUSG00000040883	ENSMUST00000046831	protein_coding
ENSMUSG00000035852	ENSMUST00000046833	protein_coding
ENSMUSG00000035992	ENSMUST00000046835	protein_coding
ENSMUSG00000040537	ENSMUST00000046838	protein_coding
ENSMUSG00000040888	ENSMUST00000046839	protein_coding
ENSMUSG00000036940	ENSMUST00000046846	protein_coding
ENSMUSG00000004633	ENSMUST00000046856	protein_coding
ENSMUSG00000033713	ENSMUST00000046859	protein_coding
ENSMUSG00000041482	ENSMUST00000046860	protein_coding
ENSMUSG00000042289	ENSMUST00000046863	protein_coding
ENSMUSG00000033721	ENSMUST00000046864	protein_coding
ENSMUSG00000040913	ENSMUST00000046869	protein_coding
ENSMUSG00000019230	ENSMUST00000046870	protein_coding
ENSMUSG00000037470	ENSMUST00000046875	protein_coding
ENSMUSG00000038618	ENSMUST00000046890	protein_coding
ENSMUSG00000037759	ENSMUST00000046891	protein_coding
ENSMUSG00000033615	ENSMUST00000046892	protein_coding
ENSMUSG00000038390	ENSMUST00000046893	protein_coding
ENSMUSG00000039853	ENSMUST00000046897	protein_coding
ENSMUSG00000040929	ENSMUST00000046898	protein_coding
ENSMUSG00000025856	ENSMUST00000046901	protein_coding
ENSMUSG00000040350	ENSMUST00000046903	protein_coding
ENSMUSG00000035399	ENSMUST00000046908	protein_coding
ENSMUSG00000037725	ENSMUST00000046916	protein_coding
ENSMUSG00000040339	ENSMUST00000046924	protein_coding
ENSMUSG00000063317	ENSMUST00000046929	protein_coding
ENSMUSG00000041566	ENSMUST00000046937	protein_coding
ENSMUSG00000039328	ENSMUST00000046941	protein_coding
ENSMUSG00000037813	ENSMUST00000046944	protein_coding
ENSMUSG00000035863	ENSMUST00000046945	protein_coding
ENSMUSG00000040957	ENSMUST00000046948	protein_coding
ENSMUSG00000041229	ENSMUST00000046950	protein_coding
ENSMUSG00000038683	ENSMUST00000046951	protein_coding
ENSMUSG00000078970	ENSMUST00000046955	protein_coding
ENSMUSG00000040966	ENSMUST00000046959	protein_coding
ENSMUSG00000041229	ENSMUST00000046962	protein_coding
ENSMUSG00000033352	ENSMUST00000046963	protein_coding
ENSMUSG00000024491	ENSMUST00000046972	protein_coding
ENSMUSG00000037816	ENSMUST00000046974	protein_coding
ENSMUSG00000033623	ENSMUST00000046975	protein_coding
ENSMUSG00000039167	ENSMUST00000046977	protein_coding
ENSMUSG00000037049	ENSMUST00000046983	protein_coding
ENSMUSG00000052273	ENSMUST00000046993	protein_coding
ENSMUSG00000033731	ENSMUST00000046994	lncRNA
ENSMUSG00000040532	ENSMUST00000046999	protein_coding
ENSMUSG00000039335	ENSMUST00000047005	protein_coding
ENSMUSG00000033156	ENSMUST00000047008	protein_coding
ENSMUSG00000041012	ENSMUST00000047013	protein_coding
ENSMUSG00000040705	ENSMUST00000047020	lncRNA
ENSMUSG00000038070	ENSMUST00000047023	protein_coding
ENSMUSG00000034990	ENSMUST00000047025	protein_coding
ENSMUSG00000042363	ENSMUST00000047028	protein_coding
ENSMUSG00000015599	ENSMUST00000047034	protein_coding
ENSMUSG00000047649	ENSMUST00000047036	protein_coding
ENSMUSG00000037475	ENSMUST00000047037	protein_coding
ENSMUSG00000037060	ENSMUST00000047040	protein_coding
ENSMUSG00000047026	ENSMUST00000047045	protein_coding
ENSMUSG00000042092	ENSMUST00000047055	protein_coding
ENSMUSG00000041035	ENSMUST00000047057	protein_coding
ENSMUSG00000069601	ENSMUST00000047061	protein_coding
ENSMUSG00000042308	ENSMUST00000047075	protein_coding
ENSMUSG00000038520	ENSMUST00000047085	protein_coding
ENSMUSG00000041057	ENSMUST00000047086	protein_coding
ENSMUSG00000038187	ENSMUST00000047091	protein_coding
ENSMUSG00000038637	ENSMUST00000047093	protein_coding
ENSMUSG00000037780	ENSMUST00000047095	nonsense_mediated_decay
ENSMUSG00000041062	ENSMUST00000047098	protein_coding
ENSMUSG00000041064	ENSMUST00000047099	protein_coding
ENSMUSG00000023484	ENSMUST00000047104	protein_coding
ENSMUSG00000039174	ENSMUST00000047110	protein_coding
ENSMUSG00000041237	ENSMUST00000047111	protein_coding
ENSMUSG00000040877	ENSMUST00000047115	protein_coding
ENSMUSG00000038135	ENSMUST00000047119	protein_coding
ENSMUSG00000002319	ENSMUST00000047131	protein_coding
ENSMUSG00000040127	ENSMUST00000047134	protein_coding
ENSMUSG00000036046	ENSMUST00000047144	protein_coding
ENSMUSG00000040365	ENSMUST00000047145	protein_coding
ENSMUSG00000042124	ENSMUST00000047153	protein_coding
ENSMUSG00000042308	ENSMUST00000047157	protein_coding
ENSMUSG00000041119	ENSMUST00000047168	protein_coding
ENSMUSG00000040714	ENSMUST00000047170	protein_coding
ENSMUSG00000041124	ENSMUST00000047173	protein_coding
ENSMUSG00000036992	ENSMUST00000047177	protein_coding
ENSMUSG00000041130	ENSMUST00000047179	protein_coding
ENSMUSG00000041895	ENSMUST00000047186	protein_coding
ENSMUSG00000035004	ENSMUST00000047194	protein_coding
ENSMUSG00000040557	ENSMUST00000047196	protein_coding
ENSMUSG00000040134	ENSMUST00000047199	protein_coding
ENSMUSG00000035890	ENSMUST00000047203	protein_coding
ENSMUSG00000040852	ENSMUST00000047206	protein_coding
ENSMUSG00000039492	ENSMUST00000047207	protein_coding
ENSMUSG00000042156	ENSMUST00000047208	protein_coding
ENSMUSG00000033589	ENSMUST00000047218	protein_coding
ENSMUSG00000041168	ENSMUST00000047226	protein_coding
ENSMUSG00000042410	ENSMUST00000047232	protein_coding
ENSMUSG00000060212	ENSMUST00000047239	protein_coding
ENSMUSG00000034292	ENSMUST00000047242	protein_coding
ENSMUSG00000041351	ENSMUST00000047243	protein_coding
ENSMUSG00000041180	ENSMUST00000047247	protein_coding
ENSMUSG00000041298	ENSMUST00000047257	protein_coding
ENSMUSG00000042157	ENSMUST00000047264	protein_coding
ENSMUSG00000040340	ENSMUST00000047265	protein_coding
ENSMUSG00000041199	ENSMUST00000047273	protein_coding
ENSMUSG00000040605	ENSMUST00000047275	protein_coding
ENSMUSG00000041203	ENSMUST00000047281	protein_coding
ENSMUSG00000031816	ENSMUST00000047282	protein_coding
ENSMUSG00000032952	ENSMUST00000047285	protein_coding
ENSMUSG00000037798	ENSMUST00000047286	protein_coding
ENSMUSG00000042165	ENSMUST00000047300	protein_coding
ENSMUSG00000040576	ENSMUST00000047305	protein_coding
ENSMUSG00000035285	ENSMUST00000047309	protein_coding
ENSMUSG00000038732	ENSMUST00000047311	protein_coding
ENSMUSG00000037025	ENSMUST00000047315	protein_coding
ENSMUSG00000055116	ENSMUST00000047321	protein_coding
ENSMUSG00000041238	ENSMUST00000047322	protein_coding
ENSMUSG00000039323	ENSMUST00000047328	protein_coding
ENSMUSG00000033595	ENSMUST00000047331	protein_coding
ENSMUSG00000041248	ENSMUST00000047334	protein_coding
ENSMUSG00000037617	ENSMUST00000047348	protein_coding
ENSMUSG00000032267	ENSMUST00000047349	protein_coding
ENSMUSG00000038539	ENSMUST00000047356	protein_coding
ENSMUSG00000041781	ENSMUST00000047357	protein_coding
ENSMUSG00000038930	ENSMUST00000047362	protein_coding
ENSMUSG00000037851	ENSMUST00000047363	protein_coding
ENSMUSG00000033752	ENSMUST00000047368	protein_coding
ENSMUSG00000039092	ENSMUST00000047370	protein_coding
ENSMUSG00000041287	ENSMUST00000047373	protein_coding
ENSMUSG00000039942	ENSMUST00000047379	protein_coding
ENSMUSG00000039672	ENSMUST00000047383	protein_coding
ENSMUSG00000042340	ENSMUST00000047393	protein_coding
ENSMUSG00000041293	ENSMUST00000047399	protein_coding
ENSMUSG00000032435	ENSMUST00000047404	protein_coding
ENSMUSG00000022488	ENSMUST00000047405	protein_coding
ENSMUSG00000034958	ENSMUST00000047408	protein_coding
ENSMUSG00000037568	ENSMUST00000047409	protein_coding
ENSMUSG00000032727	ENSMUST00000047412	protein_coding
ENSMUSG00000036792	ENSMUST00000047413	protein_coding
ENSMUSG00000041736	ENSMUST00000047419	protein_coding
ENSMUSG00000033191	ENSMUST00000047421	protein_coding
ENSMUSG00000041308	ENSMUST00000047425	protein_coding
ENSMUSG00000039680	ENSMUST00000047429	protein_coding
ENSMUSG00000028830	ENSMUST00000047431	protein_coding
ENSMUSG00000041319	ENSMUST00000047436	protein_coding
ENSMUSG00000061462	ENSMUST00000047441	protein_coding
ENSMUSG00000032718	ENSMUST00000047443	protein_coding
ENSMUSG00000022696	ENSMUST00000047446	protein_coding
ENSMUSG00000026870	ENSMUST00000047447	protein_coding
ENSMUSG00000053007	ENSMUST00000047450	protein_coding
ENSMUSG00000033389	ENSMUST00000047463	protein_coding
ENSMUSG00000042212	ENSMUST00000047477	protein_coding
ENSMUSG00000102697	ENSMUST00000047479	protein_coding
ENSMUSG00000041482	ENSMUST00000047480	protein_coding
ENSMUSG00000040570	ENSMUST00000047485	protein_coding
ENSMUSG00000006423	ENSMUST00000047486	protein_coding
ENSMUSG00000038807	ENSMUST00000047488	nonsense_mediated_decay
ENSMUSG00000039308	ENSMUST00000047490	protein_coding
ENSMUSG00000039523	ENSMUST00000047497	protein_coding
ENSMUSG00000033213	ENSMUST00000047498	protein_coding
ENSMUSG00000037730	ENSMUST00000047502	protein_coding
ENSMUSG00000041354	ENSMUST00000047503	protein_coding
ENSMUSG00000038429	ENSMUST00000047510	protein_coding
ENSMUSG00000041362	ENSMUST00000047511	protein_coding
ENSMUSG00000039787	ENSMUST00000047521	protein_coding
ENSMUSG00000024251	ENSMUST00000047524	protein_coding
ENSMUSG00000036995	ENSMUST00000047526	protein_coding
ENSMUSG00000070866	ENSMUST00000047527	protein_coding
ENSMUSG00000039958	ENSMUST00000047531	protein_coding
ENSMUSG00000037503	ENSMUST00000047534	protein_coding
ENSMUSG00000038943	ENSMUST00000047558	protein_coding
ENSMUSG00000034449	ENSMUST00000047560	protein_coding
ENSMUSG00000040405	ENSMUST00000047568	protein_coding
ENSMUSG00000042414	ENSMUST00000047577	protein_coding
ENSMUSG00000039798	ENSMUST00000047607	lncRNA
ENSMUSG00000041429	ENSMUST00000047611	protein_coding
ENSMUSG00000103310	ENSMUST00000047614	protein_coding
ENSMUSG00000039354	ENSMUST00000047615	protein_coding
ENSMUSG00000056962	ENSMUST00000047616	protein_coding
ENSMUSG00000034871	ENSMUST00000047620	protein_coding
ENSMUSG00000040734	ENSMUST00000047621	protein_coding
ENSMUSG00000032745	ENSMUST00000047627	protein_coding
ENSMUSG00000041438	ENSMUST00000047629	protein_coding
ENSMUSG00000037737	ENSMUST00000047630	protein_coding
ENSMUSG00000036160	ENSMUST00000047632	protein_coding
ENSMUSG00000024924	ENSMUST00000047645	protein_coding
ENSMUSG00000037824	ENSMUST00000047652	protein_coding
ENSMUSG00000037636	ENSMUST00000047655	protein_coding
ENSMUSG00000042244	ENSMUST00000047660	protein_coding
ENSMUSG00000037509	ENSMUST00000047664	protein_coding
ENSMUSG00000034974	ENSMUST00000047665	protein_coding
ENSMUSG00000041731	ENSMUST00000047666	protein_coding
ENSMUSG00000034024	ENSMUST00000047672	protein_coding
ENSMUSG00000056531	ENSMUST00000047677	protein_coding
ENSMUSG00000041608	ENSMUST00000047687	protein_coding
ENSMUSG00000035455	ENSMUST00000047689	protein_coding
ENSMUSG00000036964	ENSMUST00000047697	protein_coding
ENSMUSG00000041488	ENSMUST00000047698	nonsense_mediated_decay
ENSMUSG00000038304	ENSMUST00000047702	protein_coding
ENSMUSG00000041491	ENSMUST00000047704	protein_coding
ENSMUSG00000032633	ENSMUST00000047706	protein_coding
ENSMUSG00000036099	ENSMUST00000047711	protein_coding
ENSMUSG00000042207	ENSMUST00000047714	protein_coding
ENSMUSG00000020814	ENSMUST00000047715	protein_coding
ENSMUSG00000041544	ENSMUST00000047720	protein_coding
ENSMUSG00000041506	ENSMUST00000047721	protein_coding
ENSMUSG00000072572	ENSMUST00000047726	protein_coding
ENSMUSG00000041483	ENSMUST00000047734	protein_coding
ENSMUSG00000041515	ENSMUST00000047737	protein_coding
ENSMUSG00000041523	ENSMUST00000047740	protein_coding
ENSMUSG00000042250	ENSMUST00000047745	protein_coding
ENSMUSG00000041528	ENSMUST00000047746	protein_coding
ENSMUSG00000036934	ENSMUST00000047749	protein_coding
ENSMUSG00000040584	ENSMUST00000047753	protein_coding
ENSMUSG00000038451	ENSMUST00000047760	protein_coding
ENSMUSG00000022132	ENSMUST00000047761	protein_coding
ENSMUSG00000005836	ENSMUST00000047762	protein_coding
ENSMUSG00000039396	ENSMUST00000047768	protein_coding
ENSMUSG00000033282	ENSMUST00000047783	protein_coding
ENSMUSG00000039372	ENSMUST00000047786	protein_coding
ENSMUSG00000042448	ENSMUST00000047793	protein_coding
ENSMUSG00000090150	ENSMUST00000047799	protein_coding
ENSMUSG00000034087	ENSMUST00000047809	protein_coding
ENSMUSG00000035000	ENSMUST00000047812	protein_coding
ENSMUSG00000039463	ENSMUST00000047815	protein_coding
ENSMUSG00000042632	ENSMUST00000047816	protein_coding
ENSMUSG00000041498	ENSMUST00000047817	protein_coding
ENSMUSG00000079277	ENSMUST00000047830	protein_coding
ENSMUSG00000033228	ENSMUST00000047835	protein_coding
ENSMUSG00000037529	ENSMUST00000047840	protein_coding
ENSMUSG00000049676	ENSMUST00000047846	protein_coding
ENSMUSG00000037790	ENSMUST00000047851	protein_coding
ENSMUSG00000042595	ENSMUST00000047852	protein_coding
ENSMUSG00000039753	ENSMUST00000047857	protein_coding
ENSMUSG00000036285	ENSMUST00000047860	protein_coding
ENSMUSG00000034994	ENSMUST00000047864	protein_coding
ENSMUSG00000041607	ENSMUST00000047865	protein_coding
ENSMUSG00000033850	ENSMUST00000047870	protein_coding
ENSMUSG00000040940	ENSMUST00000047873	protein_coding
ENSMUSG00000035064	ENSMUST00000047875	protein_coding
ENSMUSG00000074517	ENSMUST00000047876	lncRNA
ENSMUSG00000035711	ENSMUST00000047877	protein_coding
ENSMUSG00000037031	ENSMUST00000047883	protein_coding
ENSMUSG00000039480	ENSMUST00000047885	protein_coding
ENSMUSG00000041620	ENSMUST00000047888	protein_coding
ENSMUSG00000041329	ENSMUST00000047889	protein_coding
ENSMUSG00000042184	ENSMUST00000047891	protein_coding
ENSMUSG00000054611	ENSMUST00000047898	protein_coding
ENSMUSG00000004561	ENSMUST00000047899	protein_coding
ENSMUSG00000034807	ENSMUST00000047903	protein_coding
ENSMUSG00000101174	ENSMUST00000047904	protein_coding
ENSMUSG00000034640	ENSMUST00000047906	protein_coding
ENSMUSG00000036112	ENSMUST00000047910	protein_coding
ENSMUSG00000034919	ENSMUST00000047922	protein_coding
ENSMUSG00000039234	ENSMUST00000047923	protein_coding
ENSMUSG00000033533	ENSMUST00000047929	protein_coding
ENSMUSG00000039485	ENSMUST00000047935	protein_coding
ENSMUSG00000042190	ENSMUST00000047936	protein_coding
ENSMUSG00000035454	ENSMUST00000047945	protein_coding
ENSMUSG00000070284	ENSMUST00000047947	protein_coding
ENSMUSG00000039967	ENSMUST00000047950	protein_coding
ENSMUSG00000041556	ENSMUST00000047951	protein_coding
ENSMUSG00000085355	ENSMUST00000047953	lncRNA
ENSMUSG00000024302	ENSMUST00000047954	protein_coding
ENSMUSG00000070953	ENSMUST00000047963	nonsense_mediated_decay
ENSMUSG00000032842	ENSMUST00000047970	protein_coding
ENSMUSG00000034926	ENSMUST00000047973	protein_coding
ENSMUSG00000042229	ENSMUST00000047978	protein_coding
ENSMUSG00000038560	ENSMUST00000047997	protein_coding
ENSMUSG00000042102	ENSMUST00000048001	protein_coding
ENSMUSG00000055629	ENSMUST00000048002	protein_coding
ENSMUSG00000039497	ENSMUST00000048010	protein_coding
ENSMUSG00000040412	ENSMUST00000048012	protein_coding
ENSMUSG00000012640	ENSMUST00000048015	protein_coding
ENSMUSG00000039357	ENSMUST00000048016	protein_coding
ENSMUSG00000038210	ENSMUST00000048026	protein_coding
ENSMUSG00000036928	ENSMUST00000048028	protein_coding
ENSMUSG00000032758	ENSMUST00000048032	protein_coding
ENSMUSG00000041729	ENSMUST00000048043	protein_coding
ENSMUSG00000039826	ENSMUST00000048044	protein_coding
ENSMUSG00000041737	ENSMUST00000048050	protein_coding
ENSMUSG00000039508	ENSMUST00000048052	protein_coding
ENSMUSG00000019214	ENSMUST00000048054	protein_coding
ENSMUSG00000032894	ENSMUST00000048061	protein_coding
ENSMUSG00000036523	ENSMUST00000048064	protein_coding
ENSMUSG00000041754	ENSMUST00000048065	protein_coding
ENSMUSG00000036699	ENSMUST00000048067	protein_coding
ENSMUSG00000042659	ENSMUST00000048068	protein_coding
ENSMUSG00000041958	ENSMUST00000048073	protein_coding
ENSMUSG00000090077	ENSMUST00000048077	protein_coding
ENSMUSG00000044465	ENSMUST00000048079	protein_coding
ENSMUSG00000042499	ENSMUST00000048086	protein_coding_CDS_not_defined
ENSMUSG00000039005	ENSMUST00000048096	protein_coding
ENSMUSG00000040195	ENSMUST00000048099	protein_coding
ENSMUSG00000030739	ENSMUST00000048102	protein_coding
ENSMUSG00000042459	ENSMUST00000048103	protein_coding
ENSMUSG00000041789	ENSMUST00000048109	lncRNA
ENSMUSG00000042216	ENSMUST00000048112	protein_coding
ENSMUSG00000041313	ENSMUST00000048116	protein_coding
ENSMUSG00000034528	ENSMUST00000048118	protein_coding
ENSMUSG00000041794	ENSMUST00000048121	protein_coding
ENSMUSG00000018654	ENSMUST00000048122	protein_coding
ENSMUSG00000035011	ENSMUST00000048128	protein_coding
ENSMUSG00000033644	ENSMUST00000048129	protein_coding
ENSMUSG00000036834	ENSMUST00000048134	protein_coding
ENSMUSG00000042312	ENSMUST00000048138	protein_coding
ENSMUSG00000041346	ENSMUST00000048139	protein_coding
ENSMUSG00000033565	ENSMUST00000048145	protein_coding
ENSMUSG00000036977	ENSMUST00000048147	protein_coding
ENSMUSG00000039765	ENSMUST00000048150	protein_coding
ENSMUSG00000010608	ENSMUST00000048155	protein_coding
ENSMUSG00000040859	ENSMUST00000048162	protein_coding
ENSMUSG00000040268	ENSMUST00000048180	protein_coding
ENSMUSG00000041559	ENSMUST00000048183	protein_coding
ENSMUSG00000041837	ENSMUST00000048184	protein_coding
ENSMUSG00000037166	ENSMUST00000048187	protein_coding
ENSMUSG00000072501	ENSMUST00000048188	protein_coding
ENSMUSG00000041840	ENSMUST00000048192	protein_coding
ENSMUSG00000042477	ENSMUST00000048194	protein_coding
ENSMUSG00000041845	ENSMUST00000048197	protein_coding
ENSMUSG00000040554	ENSMUST00000048207	protein_coding
ENSMUSG00000034795	ENSMUST00000048208	protein_coding
ENSMUSG00000063229	ENSMUST00000048209	protein_coding
ENSMUSG00000041857	ENSMUST00000048214	protein_coding
ENSMUSG00000040396	ENSMUST00000048216	protein_coding
ENSMUSG00000039531	ENSMUST00000048222	protein_coding
ENSMUSG00000035027	ENSMUST00000048223	nonsense_mediated_decay
ENSMUSG00000034057	ENSMUST00000048229	protein_coding
ENSMUSG00000034829	ENSMUST00000048243	protein_coding
ENSMUSG00000033831	ENSMUST00000048246	protein_coding
ENSMUSG00000035390	ENSMUST00000048248	protein_coding
ENSMUSG00000041881	ENSMUST00000048249	protein_coding
ENSMUSG00000035476	ENSMUST00000048250	protein_coding
ENSMUSG00000030268	ENSMUST00000048252	protein_coding
ENSMUSG00000041891	ENSMUST00000048260	protein_coding
ENSMUSG00000041408	ENSMUST00000048263	protein_coding
ENSMUSG00000073946	ENSMUST00000048265	protein_coding
ENSMUSG00000038671	ENSMUST00000048269	retained_intron
ENSMUSG00000038172	ENSMUST00000048274	protein_coding
ENSMUSG00000037868	ENSMUST00000048289	protein_coding
ENSMUSG00000038204	ENSMUST00000048302	protein_coding
ENSMUSG00000041846	ENSMUST00000048305	protein_coding
ENSMUSG00000039349	ENSMUST00000048308	protein_coding
ENSMUSG00000041570	ENSMUST00000048309	protein_coding
ENSMUSG00000042628	ENSMUST00000048319	protein_coding
ENSMUSG00000041949	ENSMUST00000048359	protein_coding
ENSMUSG00000090468	ENSMUST00000048361	processed_pseudogene
ENSMUSG00000035505	ENSMUST00000048363	protein_coding
ENSMUSG00000022010	ENSMUST00000048371	protein_coding
ENSMUSG00000036944	ENSMUST00000048372	protein_coding
ENSMUSG00000033031	ENSMUST00000048374	protein_coding
ENSMUSG00000039157	ENSMUST00000048375	protein_coding
ENSMUSG00000040297	ENSMUST00000048377	protein_coding
ENSMUSG00000035491	ENSMUST00000048382	protein_coding
ENSMUSG00000042489	ENSMUST00000048391	protein_coding
ENSMUSG00000037204	ENSMUST00000048393	protein_coding
ENSMUSG00000033955	ENSMUST00000048400	protein_coding
ENSMUSG00000021007	ENSMUST00000048402	protein_coding
ENSMUSG00000041986	ENSMUST00000048409	protein_coding
ENSMUSG00000047193	ENSMUST00000048417	protein_coding
ENSMUSG00000040029	ENSMUST00000048418	protein_coding
ENSMUSG00000036948	ENSMUST00000048421	protein_coding
